x,GPM,Staircase,Truncated Laplace
0.0,0.11920292202211757,0.13786028238589162,0.12271054513890824
0.02,0.10215854446168983,0.13786028238589162,0.1321303198465542
0.04,0.0910254117804066,0.13786028238589162,0.14079532619376614
0.06,0.085802371845667,0.13786028238589162,0.14876104957824549
0.08,0.08347460497399727,0.13786028238589162,0.1560784985046331
0.1,0.08125510632891682,0.13786028238589162,0.16279452896956237
0.12,0.07914387591042567,0.13786028238589162,0.16895214669047864
0.14,0.0771409137185238,0.13786028238589162,0.1745907813782071
0.16,0.07524621975321127,0.13786028238589162,0.17974653983286026
0.18,0.07345979401448788,0.13786028238589162,0.18445243600693642
0.2,0.07178163650235392,0.13786028238589162,0.18873860400903134
0.22,0.07021174721680917,0.13786028238589162,0.1926324900066962
0.24,0.06875012615785381,0.13786028238589162,0.19615902814148628
0.26,0.06739677332548788,0.13786028238589162,0.1993408001180629
0.28,0.06615168871971078,0.13786028238589162,0.20219818330195705
0.3,0.06501487234052328,0.13786028238589162,0.2047494657588842
0.32,0.06398632418792505,0.13786028238589162,0.20701099342710852
0.34,0.06306604426191587,0.13786028238589162,0.20899724417679827
0.36,0.06225403256249651,0.13786028238589162,0.2107209376835092
0.38,0.061550289089665755,0.13786028238589162,0.21219311094778237
0.4,0.06095481384342483,0.13786028238589162,0.21342319111125535
0.42,0.06046760682377328,0.13786028238589162,0.21441905476909096
0.44,0.060088668030710446,0.13786028238589162,0.2151870789727973
0.46,0.05981799746423766,0.13786028238589162,0.21573218298398972
0.48,0.05965559512435359,0.13786028238589162,0.21605785394801186
0.5,0.059601461011058676,0.13786028238589162,0.21616617919084685
0.52,0.05965559512435359,0.13786028238589162,0.21605785394801186
0.54,0.05981799746423766,0.13786028238589162,0.21573218298398975
0.56,0.060088668030710224,0.13786028238589162,0.21518707897279724
0.58,0.0604676068237735,0.13786028238589162,0.21441905476909093
0.6,0.06095481384342483,0.13786028238589162,0.2134231911112554
0.62,0.061550289089666865,0.13786028238589162,0.21219311094778232
0.64,0.06225403256249651,0.13786028238589162,0.21072093768350914
0.66,0.06306604426191553,0.13786028238589162,0.2089972441767982
0.68,0.06398632418792571,0.13786028238589162,0.20701099342710855
0.7000000000000001,0.06501487234052394,0.13786028238589162,0.2047494657588842
0.72,0.06615168871971067,0.13786028238589162,0.20219818330195696
0.74,0.06739677332548855,0.13786028238589162,0.19934080011806288
0.76,0.0687501261578527,0.13786028238589162,0.19615902814148628
0.78,0.07021174721680978,0.13786028238589162,0.1926324900066962
0.8,0.07178163650235447,0.13786028238589162,0.18873860400903134
0.8200000000000001,0.07345979401448766,0.13786028238589162,0.18445243600693642
0.84,0.07524621975321022,0.13786028238589162,0.17974653983286032
0.86,0.07714091371852394,0.13786028238589162,0.17459078137820705
0.88,0.07914387591042527,0.13786028238589162,0.1689521466904786
0.9,0.08125510632891775,0.13786028238589162,0.1627945289695623
0.92,0.08347460497399783,0.13786028238589162,0.1560784985046331
0.9400000000000001,0.08580237184566819,0.13786028238589162,0.14876104957824543
0.96,0.09102541178040635,0.13786028238589162,0.14079532619376622
0.98,0.10215854446168926,0.13786028238589162,0.13213031984655424
